mode,display_mode,frames,mean_loop_fps,mean_loop_ms,mean_capture_ms,mean_encode_ms,mean_display_ms,median_loop_fps,median_loop_ms,median_capture_ms,median_encode_ms,median_display_ms
basic,Grayscale,116.0,29.754921657905193,35.640658379310345,13.096765051724137,0.6673129137931034,21.33069573275862,30.025596974556922,33.146499999999996,12.676646000000002,0.5825210000000001,19.337417
edge_enhanced,Canny Edge,136.0,28.849906200114653,36.04040898529412,8.279894330882353,9.113858073529412,18.15934130147059,29.45595638086528,33.4825625,5.798229,8.921270499999999,18.053624999999997
hed,HED Edge,63.0,9.741909016991713,105.30530693650793,17.82156673015873,68.58138757142858,18.404664571428572,9.92532434098948,100.461167,17.929625,63.433,18.0875
hybrid,Hybrid HED + Gray,108.0,9.858548848848216,101.9785771388889,16.577099148148147,66.52543900925926,18.349063990740742,9.940935348918249,100.441375,16.6443955,64.4501665,18.2599375
